Name,Frequency,Confidence_Score,Meaning,Type,Score
smelt,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
scream,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
sharer,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
shou,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
sooner,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
spacious,7,0.7,Name/epithet requiring verification,sacred_place,4.8999999999999995
spective,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
spoil,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
school,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
chameleon,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
sift,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
showed,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
shouting,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
shouJd,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
saae,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
chronic,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
chantings,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
scatter,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
satiety,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
sandy,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
camt,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
cane,7,0.7,Name/epithet requiring verification,sacred_place,4.8999999999999995
cardamom,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
catechu,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
chaos,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
chains,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
suit,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
surpass,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
surprising,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
suste,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
svati,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
sweep,7,0.7,Name/epithet requiring verification,sacred_place,4.8999999999999995
symphony,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
springs,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
stabilized,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
stairs,7,0.7,Name/epithet requiring verification,proper_noun,4.8999999999999995
starting,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
stops,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
storm,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
strata,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
sinfulness,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
striking,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
Sakala,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sannyisa,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Saa,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Candrayar,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Carus,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Catussamudra,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Caa,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sanku,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sankhoddhara,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Sep,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sali,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Salutations,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sambhrama,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sanka,6,0.8,Name/epithet requiring verification,sacred_place,4.800000000000001
Chatraji,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Satyani,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sarupya,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Sariljiia,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sarhhita,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
SarasvatT,6,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,4.800000000000001
Sircar,6,0.8,Name/epithet requiring verification,sacred_place,4.800000000000001
SDta,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Sau,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sikinis,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Siilesvara,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Soman,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
SEVENTYrHREE,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Shark,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sht,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Siddhalak,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sankhesvara,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Srr,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Srlmadbhlgavata,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Srikara,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Srika,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sparsa,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svalina,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
SluJnda,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Slttvika,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sivariitri,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Sitapura,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sitali,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sirilbiditya,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sirhba,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sthii,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Stambha,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sruta,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Suspecting,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Surasa,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Supre,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sunomukha,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Sulesvara,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Syamantaka,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Suvrata,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Suvarl,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Sviyarilbhuva,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svayarhbhuva,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svari,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
SvalJ,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svaras,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svargadvaresvara,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Svarlina,6,0.8,Name/epithet requiring verification,divine_epithet,4.800000000000001
Siddhivinayaka,6,0.8,Name/epithet requiring verification,proper_noun,4.800000000000001
Candrahasya,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Suyodhana,8,0.6,Name/epithet requiring verification,divine_relation,4.8
Straightforwardness,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Srngin,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Stealing,8,0.6,Name/epithet requiring verification,divine_relation,4.8
Spit,8,0.6,Name/epithet requiring verification,proper_noun,4.8
September,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Scorpio,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Satyavin,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Saruvati,8,0.6,Name/epithet requiring verification,proper_noun,4.8
Sarhbara,8,0.6,Name/epithet requiring verification,divine_relation,4.8
Sleanda,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Silmali,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Sitapur,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Sina,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Supratika,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Sllid,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Smr,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Sugrivatirtha,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Cakras,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Caturvidya,7,0.6,Name/epithet requiring verification,divine_relation,4.2
Sabala,7,0.6,Name/epithet requiring verification,divine_relation,4.2
Sadhya,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Saltish,7,0.6,Name/epithet requiring verification,sacred_place,4.2
Sbnda,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Sciences,7,0.6,Name/epithet requiring verification,proper_noun,4.2
Siinti,7,0.6,Name/epithet requiring verification,divine_relation,4.2
captive,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
carts,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
charac,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
characterised,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
chas,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
SEVENT,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
checked,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
checks,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
chieftains,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
churned,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sac,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sapphires,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
saps,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sapta,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shrill,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shrunk,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
survives,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sustained,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sustaining,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
starts,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
stoop,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
straints,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
stress,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
subjected,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
submission,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
supplies,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
supporting,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
snatch,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
softness,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
spect,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
spoL,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sprinkles,6,0.7,Name/epithet requiring verification,sacred_place,4.199999999999999
sprinkling,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
stalled,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
stantaneously,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
surroun,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
suppressing,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shatter,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shanks,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shameful,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
severs,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
SEVENTYTWO,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
slanderous,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
slanda,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
sirous,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
signet,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
sider,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shun,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
satiation,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sarga,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
showering,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shouted,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
shipping,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sensations,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
selfsame,6,0.7,Name/epithet requiring verification,proper_noun,4.199999999999999
scription,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sequel,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
sessions,6,0.7,Name/epithet requiring verification,divine_epithet,4.199999999999999
Sthi,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sthiina,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Stidra,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sudadana,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Submits,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Stiman,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sraval,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sooasaila,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Somavara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sukanya,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sugho,5,0.8,Name/epithet requiring verification,proper_noun,4.0
SoJJ,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sod,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Smallpox,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sloka,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Slighted,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
SIXTYfHREE,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
SrTkr,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sriranga,5,0.8,Name/epithet requiring verification,sacred_place,4.0
Srikf,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Srikar,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Srikal,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sarilyamini,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sarigamesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sarhvaura,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Siivitri,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sidhya,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sidhakas,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Siddhesvari,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Siddhalinga,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
SiantlaPu,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Shedding,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Satyasena,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sivar,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sival,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sivadik,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sirhhesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sira,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sindura,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Silkta,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
SiJ,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Somaraja,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Somajuice,5,0.8,Name/epithet requiring verification,sacred_place,4.0
SaQ,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sarasa,5,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,4.0
Sarhbaditya,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sangilesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sakresvara,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Salcti,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Samvatsara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sakalyesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sami,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sapii,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sannihiti,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sadacara,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Camasodbheda,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Caturda,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Sacipati,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Caturbhuja,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Carmamur,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Camul,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Candriilgada,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Camui,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sandhi,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sandh,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Sarvesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sattvagu,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sata,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Satanandesvara,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Satapatra,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Sailgilesvara,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sailgama,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sailadi,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Suva,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Suvari,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Svapnesvari,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Svcta,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Svimin,5,0.8,Name/epithet requiring verification,divine_relation,4.0
Sulin,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sumantu,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Sunas,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Supari,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Suparl,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Suparr,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Suprabhi,5,0.8,Name/epithet requiring verification,divine_epithet,4.0
Suresa,5,0.8,Name/epithet requiring verification,proper_noun,4.0
Sava,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Seto,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Settles,6,0.6,Name/epithet requiring verification,sacred_place,3.5999999999999996
Sildras,6,0.6,Name/epithet requiring verification,divine_relation,3.5999999999999996
Silida,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sindipani,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Siras,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sityaki,6,0.6,Name/epithet requiring verification,divine_relation,3.5999999999999996
SkandaPur,6,0.6,"Related to: Name of the god of war, son of Śiva and Pārvatī",proper_noun,3.5999999999999996
Slantla,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Slrantla,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sluinda,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Smnda,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sririma,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Srotriya,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sruva,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Stavaraja,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sukesa,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sutanu,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Candana,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Calophyllum,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Cakora,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Svasthina,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Suvarca,6,0.6,Name/epithet requiring verification,divine_relation,3.5999999999999996
Sapil,6,0.6,Name/epithet requiring verification,divine_relation,3.5999999999999996
Sannyasa,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sankrti,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Chowrie,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sarilvartaka,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sarilkalpa,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Sarayil,6,0.6,"Related to: Reed bed, birthplace of Kārttikeya",sacred_place,3.5999999999999996
Sarabhas,6,0.6,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,3.5999999999999996
Chapten,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
Chandogya,6,0.6,Name/epithet requiring verification,proper_noun,3.5999999999999996
shapely,5,0.7,Name/epithet requiring verification,sacred_place,3.5
sharing,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
shackles,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
shaft,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
supervision,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
surf,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
surmounts,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
surrender,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
surveyed,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
suspended,5,0.7,Name/epithet requiring verification,divine_relation,3.5
shawls,5,0.7,Name/epithet requiring verification,proper_noun,3.5
shields,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
shoulrl,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sical,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
siege,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
simulta,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
simultaneous,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sips,5,0.7,Name/epithet requiring verification,proper_noun,3.5
sites,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sumptuous,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
scru,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
scrupu,5,0.7,Name/epithet requiring verification,proper_noun,3.5
scient,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
safflower,5,0.7,Name/epithet requiring verification,proper_noun,3.5
satiated,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
scar,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
campaign,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sans,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
characterized,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sacn,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
chanting,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
cadamba,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
cauldron,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
SAG,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sakt,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
scandals,5,0.7,Name/epithet requiring verification,divine_relation,3.5
spontaneous,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sume,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
successor,5,0.7,Name/epithet requiring verification,divine_relation,3.5
succeeds,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
subordinate,5,0.7,Name/epithet requiring verification,proper_noun,3.5
subduing,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
strategic,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
stopping,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
stinking,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sticking,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
stems,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
statues,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
stance,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
staircase,5,0.7,Name/epithet requiring verification,proper_noun,3.5
spreading,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
spray,5,0.7,Name/epithet requiring verification,proper_noun,3.5
SIXTYSEVEN,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
smash,5,0.7,Name/epithet requiring verification,proper_noun,3.5
soil,5,0.7,Name/epithet requiring verification,proper_noun,3.5
situations,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
spheres,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
spiritually,5,0.7,Name/epithet requiring verification,proper_noun,3.5
swear,5,0.7,Name/epithet requiring verification,proper_noun,3.5
swooned,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
swung,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
synonyms,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sorcery,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
southwards,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
sponsor,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
scribed,5,0.7,Name/epithet requiring verification,divine_epithet,3.5
Sfldra,5,0.6,Name/epithet requiring verification,sacred_place,3.0
Satyaki,5,0.6,Name/epithet requiring verification,divine_relation,3.0
SAandaPu,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Chambal,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Caturmiisya,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Candroda,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Candrakinta,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Candrailgada,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Satyabhama,5,0.6,Name/epithet requiring verification,proper_noun,3.0
Sarman,5,0.6,Name/epithet requiring verification,proper_noun,3.0
